image_date,minx,miny,maxx,maxy,MEAN_SOLAR_ZENITH_ANGLE,CLOUDY_PIXEL_PERCENTAGE,AREA,VEGETATION_PERCENTAGE,THIN_CIRRUS_PERCENTAGE
2023-08-28_03-35-09,104.0834031171254,10.765771015142654,105.08948704583928,11.760133215541924,21.6518539688484,29.070407,48PVT,46.093765,1.781647
2023-08-28_03-35-53,104.08966492388936,8.052655568438503,105.0887172101058,9.046832669292984,21.5473178132066,29.148453,48PVQ,2.303446,10.565221
2023-08-18_03-35-24,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,22.2600714200087,32.239413,48PVS,27.403155,9.927399
2023-08-23_03-35-34,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,21.0493285515555,33.876583,48PWR,17.761976,6.007286
2023-08-23_03-35-05,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.0005468638626,35.289013,48PWT,34.631994,11.165434
2023-08-08_03-35-16,105.91193437545276,9.859034735975936,106.75630802601124,10.854211396475144,21.4330831948657,35.63149,48PXS,44.857934,4.993075
2023-08-25_03-25-22,106.29711590135258,9.857075849513782,106.9190801917226,10.851838288490953,22.4224782971907,35.666886,48PXS,24.223672,8.184256
2023-08-11_03-45-26,103.7829805825482,9.885571715903344,104.03108525925364,9.950094224077407,21.5583138065239,35.723299,48PUR,2.425036,35.568044
2023-08-08_03-35-23,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,23.124506456015,36.439452,48PVS,23.563993,21.252444
2023-08-08_03-35-34,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,22.5113929688707,36.500645,48PWR,22.522669,6.189604
2023-08-08_03-35-05,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,22.075301454713,37.881196,48PWT,33.786461,26.247537
2023-08-05_03-25-21,106.30477522271634,9.857075849513782,106.9190801917226,10.851803080374916,24.0201935751089,38.697067,48PXS,21.58864,0.000258
2023-08-08_03-35-08,104.08346656411652,10.765771015142654,105.08948704583928,11.760133219819286,22.9319048122876,40.597552,48PVT,37.194425,15.24552
2023-08-08_03-35-31,105.90956829950066,8.95600928710386,106.54936463060736,9.950253775617009,21.6782191047946,41.109213,48PXR,18.298514,0.03996
2023-08-08_03-35-19,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,22.27717341109,42.943433,48PWS,34.654462,16.453785
2023-08-28_03-35-03,105.91454112647963,10.76231816560629,106.92510452852471,11.758657843410626,19.8767230221099,43.514746,48PXT,33.54232,0.04211
2023-08-13_03-35-21,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,21.8189811442257,44.120687,48PWS,25.647438,2.594816
2023-08-23_03-35-01,105.91454112647963,10.762281012229922,106.9251051589669,11.758658190957298,20.1138551404691,46.964899,48PXT,30.327711,7.614315
2023-08-23_03-35-19,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,21.0065274759567,47.180629,48PWS,25.466371,4.978839000000001
2023-08-25_03-25-08,106.4961370910824,10.761188228150424,106.92510452852471,11.754973692071532,22.4417199546714,48.21839,48PXT,31.755266,5.892799
2023-08-28_03-35-38,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,21.5461401170556,48.280481,48PVR,4.56042,7.747612
2023-08-13_03-35-02,105.91454112647963,10.762296694979565,106.92510452852471,11.758657843410626,20.8073145881532,48.877463,48PXT,26.441786,0.240216
2023-09-17_03-35-47,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.0997205198826,16.256499,48PWQ,1.519212,2.100285
2023-09-17_03-35-33,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.4343688021728,44.104123,48PWR,12.64457,1.541339
2023-09-29_03-25-33,106.1093091963858,8.953454850958392,106.91356853559611,9.94886062058682,22.975477746484,46.176547,48PXR,0.659825,29.284447
2023-09-19_03-25-34,106.1038491930284,8.953454850958392,106.91356853559611,9.948882234722392,22.0260024592294,47.311184,48PXR,2.116087,25.943771
2023-09-17_03-35-51,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,20.9517265395592,49.08486,48PVQ,2.624633,10.338204
2023-10-27_03-35-44,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,26.8408079493016,9.100657,48PWQ,2.385682,0.110793
2023-10-27_03-35-00,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,29.125089278295,9.12286,48PWT,54.436243,0.829775
2023-10-27_03-35-18,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,28.8883482290197,9.470367,48PVS,24.370596,0.142704
2023-10-27_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,27.3963417557769,9.829161,48PVQ,3.047525,0.496647
2023-10-27_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,28.138319073326,10.637702,48PVR,6.66936,0.422095
2023-10-27_03-35-35,103.59001682825853,8.95568835844899,104.17938983366636,9.950485237113282,28.6973351995297,11.099369,48PUR,0.032903,3.17908
2023-10-27_03-34-57,105.91454112647963,10.76226200125557,106.92510452852471,11.758657843410626,28.6199734670116,12.55013,48PXT,62.902534,0.021953
2023-10-17_03-35-35,103.596564681942,8.955713169335395,104.17938983366636,9.950485237113282,26.3717427008759,16.898413,48PUR,0.037714,11.07471
2023-10-30_03-45-16,103.17035112378667,9.857569570335816,104.1754338194416,10.854464395757088,28.7573657353179,20.040746,48PUS,13.828923,12.785321
2023-10-27_03-35-26,105.90956829950066,8.95600928710386,106.54936463060736,9.950253775617009,27.0677223413729,20.200318,48PXR,18.733746,0.282089
2023-10-12_03-35-35,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,24.6484661242663,20.716037,48PVR,6.556365,10.979914
2023-10-27_03-35-22,103.7893167980992,9.860327503074863,104.17725512940856,10.854464395757088,29.4359658609053,21.271805,48PUS,18.154211,0.410509
2023-10-19_03-25-33,106.109306056295,8.953454850958392,106.91356853559611,9.948862762186074,26.6604366035042,23.85173,48PXR,5.019158,14.962094
2023-10-24_03-25-16,106.30641686421568,9.857075849513782,106.9190801917226,10.8517894557941,28.5584940494918,24.636702,48PXS,29.195681,6.273699
2023-10-07_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,23.6738707605779,25.250638,48PVR,5.078248,16.793551
2023-10-07_03-35-36,103.59111438325816,8.955693102387746,104.17938983366636,9.950485237113282,24.3777823617923,25.739294,48PUR,0.035824,16.360797
2023-10-20_03-45-16,103.17035103578527,9.85756950139428,104.1754527063241,10.854464395757088,26.1514842285065,25.788224,48PUS,17.46313,18.792669
2023-10-05_03-45-31,103.17560623948354,8.953902438142253,104.03984423299576,9.950119523960272,22.0790019468954,26.296356,48PUR,0.128235,13.922481
2023-10-22_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,27.6355766779035,26.374102,48PVS,15.122332,0.000577
2023-10-12_03-35-37,103.5938322200552,8.95570214180413,104.17938983366636,9.950485215661471,25.312485625039,26.390722,48PUR,0.021727,7.904391
2023-10-12_03-35-49,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,24.0038935568525,27.181864,48PVQ,2.365221,14.384122
2023-10-22_03-35-23,103.7920523944467,9.86033732045295,104.17725512940856,10.854464395757088,28.2138563483784,27.628565,48PUS,14.862381,0.0
2023-10-25_03-45-17,103.17035112378667,9.85756950139428,104.17543186868392,10.854464395757088,27.4392219340844,27.642536,48PUS,8.729199,10.590468
2023-10-25_03-45-26,103.17560615147838,9.532004455465083,104.03327337880174,9.95010057517813,26.6736169999988,28.81386,48PUR,0.072537,24.601983
2023-10-25_03-45-33,103.17581754000236,8.953902175291551,103.97647483059028,9.908283503822284,26.6736169999989,29.139069,48PUR,0.149011,17.152047
2023-10-22_03-35-28,105.90956829950066,8.956015554023443,106.54717585692286,9.950253775617009,25.7746380367592,30.146188,48PXR,20.158334,1.50638
2023-10-12_03-35-46,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,23.338270750688,30.489123,48PWQ,1.632221,7.274757
2023-10-04_03-25-32,106.10548702549856,8.953454850958392,106.91356853559611,9.94887797008472,23.7000463133156,30.580604,48PXR,1.823869,11.829793
2023-10-22_03-35-31,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,26.3338395546623,30.979475,48PWR,17.852058,0.397135
2023-10-22_03-35-46,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,25.604670400537,32.314917,48PWQ,3.186137,12.768912
2023-10-30_03-45-30,103.17560615147838,8.953902438142253,104.03309098990388,9.950100016978872,27.9729098909776,32.814318,48PUR,0.001781,8.94573
2023-10-27_03-35-15,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,28.3559729046671,33.609772,48PWS,22.635111,2.571611
2023-10-22_03-35-34,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,26.9094992969649,34.441444,48PVR,5.593721,20.895296
2023-10-22_03-35-05,104.08343909404702,10.76577099881297,105.08948704583928,11.760133251660484,28.3714932340172,34.600818,48PVT,43.251175,0.397821
2023-10-12_03-35-31,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,23.997438871804,34.628269,48PWR,15.877973,6.421946
2023-10-27_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,27.5946373615956,35.450217,48PWR,15.707274,1.633452
2023-10-27_03-35-04,104.08348535010263,10.76577099881297,105.08948704583928,11.76013323979905,29.6466443015882,36.322582,48PVT,39.308947,11.720824
2023-10-05_03-45-16,103.17035103578527,9.85756950139428,104.17551238179556,10.854464395757088,22.704617644445,36.34308,48PUS,5.237148,0.216004
2023-10-07_03-35-19,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,24.2881070456156,36.724478,48PVS,16.327606,13.182577
2023-10-12_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,25.3075324637381,36.950919,48PVS,12.67539,5.751185
2023-10-27_03-35-11,105.91193437545276,9.85903463221324,106.75737385267428,10.854211396475144,27.8402139212381,36.967915,48PXS,29.108542,4.729572
2023-10-24_03-25-31,106.10766917868963,8.953454850958392,106.91356853559611,9.948869262857286,27.8358123261662,37.718591,48PXR,4.623402,17.480233
2023-10-07_03-35-04,104.08341171259598,10.76577099881297,105.08948704583928,11.760133243657547,24.9192665743551,38.166654,48PVT,43.8169,11.051033
2023-10-22_03-34-58,105.91454112647963,10.762273274394248,106.92510452852471,11.758657843410626,27.2846711279665,38.207382,48PXT,36.280945,3.013976
2023-10-12_03-35-17,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,24.670638113207,39.165211,48PWS,23.411435,3.465858
2023-10-22_03-35-02,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,27.8199274731429,39.257616,48PWT,29.016665,1.599663
2023-10-22_03-35-13,105.91193437545276,9.859043481584502,106.75464616376632,10.854211396475144,26.5252754268455,39.543632,48PXS,30.468222,0.760376
2023-10-17_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,25.0617080108352,40.257168,48PVQ,1.418572,14.348781
2023-10-22_03-35-49,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,26.1931734404398,40.763828,48PVQ,2.94864,26.971585
2023-10-22_03-35-17,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,27.0722233215297,41.452178,48PWS,19.100438,0.000342
2023-10-17_03-35-43,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,24.4359517718131,42.545331,48PWQ,2.234737,10.329939
2023-10-14_03-25-29,106.11858416795108,8.953454850958392,106.91356853559611,9.9488257298915,25.575616946024,44.426906,48PXR,1.579484,25.824854
2023-10-17_03-35-32,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,25.7456498362079,45.00905,48PVR,3.413751,11.428064
2023-10-12_03-35-24,103.79260346417692,9.860339949711722,104.17725512940856,10.854464395757088,25.9576989233762,45.772967,48PUS,14.169273,2.689675
2023-10-07_03-35-48,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,23.0772222511107,45.816419,48PVQ,2.185534,23.706898
2023-10-12_03-35-28,105.90956829950066,8.956012394065738,106.54827069050638,9.950253775617009,23.3611032682382,46.674794,48PXR,13.299604,9.515648
2023-10-12_03-35-13,105.91193437545276,9.859038833047483,106.75739230196906,10.854211396475144,24.0486698147095,48.18615,48PXS,26.528743,12.685256
2023-10-07_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,23.6103186526025,49.585336,48PWS,21.174484,12.409335
2023-11-21_03-34-57,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,35.4048090449317,8.277272,48PWT,40.779132,5.724165
2023-11-01_03-34-59,105.91454112647963,10.762306890307254,106.92510452852471,11.758657843410626,29.9553845487994,9.545992,48PXT,64.846593,0.001416
2023-11-21_03-35-00,104.08365779139446,10.76577099881297,105.08948704583928,11.760133231477296,35.8394741113334,10.059945,48PVT,64.630628,9.78644
2023-11-01_03-35-03,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,30.434459821593,11.111194,48PWT,50.910127,2.394912
2023-11-21_03-35-15,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,35.0268528854327,16.274993,48PVS,26.015988,14.519069
2023-11-18_03-25-29,106.1142206292531,8.953454850958392,106.91356853559611,9.948843127751472,33.9003488996942,20.809233,48PXR,9.242474,14.441283
2023-11-21_03-34-53,105.91454112647963,10.7622199750569,106.92510452852471,11.758657843410626,34.9850006739748,20.944983,48PXT,52.120501,3.390713
2023-11-06_03-35-21,103.78658718155154,9.860318343193024,104.17725512940856,10.854464395757088,31.9308282471437,22.810359,48PUS,19.517815,5.319736
2023-11-21_03-35-18,103.80135341261064,9.860370493297234,104.17725512940856,10.854464395757088,35.4830635969198,23.493508,48PUS,30.372915,22.619268
2023-11-06_03-35-03,104.0833292138227,10.76577099881297,105.08948704583928,11.760133241240863,32.2220822153351,28.278926,48PVT,50.975031,13.686123
2023-11-06_03-35-35,103.58729068299486,8.955678523623996,104.17938983366636,9.950485237113282,31.1569677284245,30.158362,48PUR,0.025099,13.594709
2023-11-06_03-34-58,105.91454112647963,10.762276322768365,106.89572554451094,11.717967054534569,31.2899104583323,30.332327,48PXT,47.981566,24.440186
2023-11-06_03-35-00,104.99972447777296,10.765496068187831,106.00721086045564,11.760133988205896,31.7479465209189,33.380494,48PWT,36.110395,20.808823
2023-11-01_03-35-24,103.78549667673568,9.860315099001454,104.17725512940856,10.854464395757088,30.674404566555,33.993626,48PUS,18.12723,21.128377
2023-11-01_03-35-21,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,30.1537426336359,34.745893,48PVS,11.414262,12.665176
2023-11-01_03-35-17,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,29.6484070704418,36.589673,48PWS,27.230251,10.163188
2023-11-03_03-25-30,106.10985180483226,8.953454850958392,106.91356853559611,9.94886062058682,30.2915669454536,38.664714,48PXR,4.422713,11.132642
2023-11-11_03-34-58,105.91454112647963,10.762305878749205,106.92510452852471,11.758657843410626,32.5790820207104,39.323699,48PXT,35.19353,6.798512
2023-11-01_03-35-14,105.91193437545276,9.859070977883416,106.74844340363596,10.854211396475144,29.1596672551214,39.968881,48PXS,33.02744,0.031069
2023-11-11_03-35-02,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,33.0200298303468,41.638851,48PWT,26.075825,7.210477
2023-11-06_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,30.15602470102,41.780317,48PWR,14.709842,11.674172
2023-11-11_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,32.6765905047368,42.322743,48PVS,17.807068,25.889373
2023-11-16_03-34-59,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,34.2501305020993,42.493874,48PWT,26.600343,29.028645
2023-11-01_03-35-46,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,28.0956223928557,42.568776,48PWQ,1.038115,6.206731
2023-11-21_03-35-29,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,34.2186627060224,43.177822,48PVR,1.705077,16.901928
2023-11-11_03-35-05,104.0833292138227,10.76577099881297,105.08948704583928,11.76013323780921,33.476723058103,43.963674,48PVT,36.630797,9.836968
2023-11-18_03-25-14,106.3129819463394,9.857075849513782,106.9190801917226,10.851756735193092,34.6956197253474,44.186619,48PXS,24.850863,21.539003
2023-11-08_03-25-33,106.10112063913704,8.953454850958392,106.91356853559611,9.948893046538014,31.5184911642782,45.328659,48PXR,3.274634,16.574678
2023-11-19_03-45-28,103.17560623948354,8.953902545847505,104.03163419039794,9.950095811601852,32.9856085576147,45.911023,48PUR,0.026259,31.937709
2023-11-04_03-45-19,103.17035103578527,9.85756950139428,104.17529788716412,10.854464395757088,30.066856021067,46.264699,48PUS,7.470245,14.20325
2023-11-06_03-35-32,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,30.6487926741305,46.395022,48PVR,3.983169,23.4796
2023-11-08_03-25-18,106.30039862467056,9.857075849513782,106.9190801917226,10.85182202445896,32.295973331141,46.440548,48PXS,15.044901,5.751076
2023-11-06_03-35-18,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,31.4323960172096,47.26164,48PVS,13.040955,20.361438
2023-11-11_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,32.2114971976029,47.970444,48PWS,22.194101,7.669284
2023-11-13_03-25-30,106.1038491930284,8.953454850958392,106.91356853559611,9.948884447829617,32.7360895335738,49.348924,48PXR,4.876525,30.359623
2023-11-19_03-45-14,103.17035103578527,9.85756950139428,104.17541839072258,10.854464395757088,33.8087486792462,49.790111,48PUS,16.372637,24.33162
2023-11-04_03-45-34,103.17560623948354,8.953902438142253,104.02123436346984,9.950065538093869,29.2677550067699,49.883959,48PUR,0.08098,18.301056
2023-12-21_03-34-58,105.91454112647963,10.76230793902454,106.92510452852471,11.758657843410626,39.4882632141922,0.000267,48PXT,68.210006,5.1e-05
2023-12-26_03-35-30,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,39.0387229693373,0.000723,48PVR,14.608103,7e-06
2023-12-21_03-35-12,105.91193437545276,9.859073484101812,106.7480775826238,10.854211396475144,38.6680276183186,0.000757,48PXS,71.157819,0.00036
2023-12-26_03-35-09,104.99972536932816,10.139182844527763,106.00427689411958,10.855571229031138,39.3738911467849,0.001252,48PWS,67.246091,0.0
2023-12-21_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,39.1071765319506,0.001294,48PWS,68.36313,0.000511
2023-12-26_03-34-54,105.91454112647963,10.762265052318806,106.92510452852471,11.758657843410626,39.7381027873709,0.001384,48PXT,68.385601,7e-06
2023-12-21_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,39.9213263817718,0.001593,48PWT,55.863804,0.0
2023-12-26_03-35-32,103.58947710403336,8.955686755713188,104.17938983366636,9.950485237113282,39.5197535174035,0.001606,48PUR,0.050196,7e-06
2023-12-26_03-34-57,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,40.1822752066431,0.003998,48PWT,56.247365,0.000156
2023-12-26_03-35-15,104.99972563679474,9.861014212141717,106.00253886305389,10.546802875126412,39.373891146785,0.005588,48PWS,74.107987,0.0
2023-12-26_03-35-17,104.08505062147054,9.86126565666678,105.0891122076402,10.719111513249931,39.8365543032749,0.007837,48PVS,28.956601,6e-05
2023-12-26_03-35-10,104.08464228812768,10.35288113137429,105.08920676455372,10.855570367008871,39.8365543032749,0.010064,48PVS,59.233683,0.0
2023-12-26_03-35-19,103.78822857019372,9.860324834229164,104.17725530675244,10.736788112144534,40.3107039064163,0.291215,48PUS,26.889324,0.0
2023-12-21_03-35-19,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,39.558977508185,0.446976,48PVS,34.33468,0.330775
2023-12-21_03-35-22,103.78549101776994,9.860314416839708,104.17725512940856,10.854464395757088,40.0225957479953,1.504996,48PUS,31.951946,0.163434
2023-12-26_03-35-01,104.08348021054016,10.765771015142654,105.08948704583928,11.760133223870564,40.6385339350358,1.572085,48PVT,49.80095,1.551694
2023-12-28_03-25-03,106.4999769652014,10.761188228150424,106.92510452852471,11.754953607647172,41.0407393360016,1.880702,48PXT,63.791549,0.740599
2023-12-16_03-35-25,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,37.8869211564373,2.394614,48PWR,46.188888,0.154608
2023-12-21_03-35-30,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,38.2967080022377,2.487683,48PWR,48.982653,2.468469
2023-12-21_03-35-04,104.08335677248378,10.76577099881297,105.08948704583928,11.760133243657547,40.3667902741168,2.998857,48PVT,50.132453,0.0
2023-12-16_03-35-40,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,37.0749442001826,3.066294,48PWQ,3.999267,0.600662
2023-12-26_03-35-07,105.91277416031188,9.98945746121844,106.7557593203118,10.854211396475144,38.9235545785422,4.449994,48PXS,64.972794,3.179693
2023-12-31_03-35-05,104.08343227083702,10.76577099881297,105.08948704583928,11.76013321630854,40.7348586362652,4.517426,48PVT,43.895411,0.629306
2023-12-16_03-35-43,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,37.5321109565475,4.813056,48PVQ,5.417427,1.410082
2023-12-16_03-35-29,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,38.3371677898468,5.072992,48PVR,14.926191,1.52739
2023-12-16_03-35-18,103.79150928524426,9.860335960260445,104.17725530675244,10.797529609080808,39.60115170812,5.628852,48PUS,24.164069,0.053792
2023-12-31_03-34-58,105.91454112647963,10.76232219129638,106.92510452852471,11.758657843410626,39.8099702253764,6.694673,48PXT,60.991496,0.262631
2023-12-16_03-35-14,104.99972563679474,9.861014212141717,106.00274617419124,10.611939376857045,38.7017232214363,7.331572,48PWS,56.424451,0.000144
2023-12-19_03-45-12,103.17035103578527,9.85756950139428,104.175437277603,10.854464395757088,38.6383997655818,8.067383,48PUS,18.792777,6.658135
2023-12-16_03-35-07,104.99972536932816,10.204835675622697,106.00427689411958,10.855571229031138,38.7017232214365,8.873314,48PWS,49.371585,0.55385
2023-12-16_03-35-12,105.91193410657878,9.85902101665525,106.6146471969134,10.40461302139582,38.2710904323495,9.344654,48PXS,69.103026,8.375776
2023-12-21_03-35-27,105.90956829950066,8.956038438273733,106.5406096708014,9.950253775617009,37.8511937526804,11.238587,48PXR,37.183675,10.898661
2023-12-11_03-35-12,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,38.134893042247,11.251651,48PWS,45.918611,8.786371
2023-12-26_03-35-14,105.91193410657878,9.859034527454815,106.59746873219632,10.33940913219148,38.9235545785423,11.457758,48PXS,66.478014,6.851803
2023-12-16_03-35-31,103.59274303017838,8.955697954354191,104.17939001101288,9.950485237113282,38.7998093530722,12.464164,48PUR,0.044117,9.667864
2023-12-31_03-35-02,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,40.2665028949502,13.125411,48PWT,42.93924,0.69018
2023-12-16_03-35-22,105.90956829950066,8.956000715339693,106.55210089904946,9.950253775617009,37.449935310213,13.129938,48PXR,32.808349,6.958374
2023-12-16_03-35-05,105.91295108024612,10.050859070959238,106.75905103481068,10.854211396475144,38.2710904323497,14.011821,48PXS,53.553098,3.016673
2023-12-19_03-45-27,103.17560579945784,8.953902438142253,104.03436878018312,9.950103744196175,37.8180724048302,14.652766,48PUR,0.153916,11.976927
2023-12-16_03-35-00,104.08352132704532,10.76577099881297,105.08948704583928,11.760133222499247,39.957443533921,14.767699,48PVT,41.925052,6.691366
2023-12-09_03-45-11,103.17035103578527,9.85756950139428,104.17552009616,10.854464395757088,37.5529914762869,14.812434,48PUS,19.12961,9.703498
2023-12-11_03-34-54,105.91454112647963,10.762206574952232,106.92510452852471,11.758657843410626,38.5385498454181,17.460717,48PXT,50.044239,7.002513
2023-12-04_03-45-13,103.17035103578527,9.85756950139428,104.17550041123091,10.854464395757088,36.7913514580712,18.040393,48PUS,17.227814,15.561502
2023-12-29_03-45-13,103.17035103578527,9.85756950139428,104.17540438073776,10.854464395757088,39.1048942124211,19.128883,48PUS,17.002039,7.119871
2023-12-31_03-35-19,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,39.9397491674076,19.468977,48PVS,23.675252,8.942522
2023-12-16_03-34-56,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,39.520142221229,19.516122,48PWT,34.799856,5.463635
2023-12-21_03-35-45,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,37.4891955653496,19.668889,48PWQ,4.360812,13.752702
2023-12-16_03-34-53,105.91454112647963,10.76224870900118,106.92510452852471,11.758657843410626,39.0955713508334,19.916995,48PXT,46.371424,4.296521
2023-12-11_03-34-57,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,38.9564801433383,20.337491,48PWT,33.514416,11.381748
2023-12-11_03-35-29,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,37.7609399580576,21.123487,48PVR,9.107889,20.445141
2023-12-26_03-35-44,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,38.2442928345313,21.182843,48PVQ,2.035511,2.63532
2023-12-16_03-35-09,104.08464228812768,10.41745782797574,105.08920676455372,10.855570367008871,39.1453557816369,21.542841,48PVS,44.026247,6.77068
2023-12-29_03-45-28,103.17560615147838,8.953902438142253,104.03108685369308,9.950094224077407,38.296115363488,21.633282,48PUR,0.171908,5.081674
2023-12-11_03-35-08,105.91193437545276,9.858991612083642,106.76779974764057,10.854211396475144,37.7108617875879,21.905799,48PXS,49.34366,13.100934
2023-12-21_03-35-36,103.58565371637006,8.955671666169284,104.17938983366636,9.950485237113282,39.2255823278298,22.806074,48PUR,0.050544,13.959095
2023-12-16_03-35-15,104.08485788585806,9.861265822414971,105.08912987015388,10.783713916495616,39.1453557816367,23.030972,48PVS,19.556852,3.774836
2023-12-01_03-34-54,105.91454112647963,10.762220967738369,106.92510452852471,11.758657843410626,37.0042555270806,23.544252,48PXT,55.076551,20.870495
2023-12-31_03-35-23,103.78330057378471,9.860305828808086,104.17725512940856,10.854464395757088,40.4258144287881,24.467218,48PUS,18.906944,8.912334
2023-12-21_03-35-48,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,37.9545304596451,24.990062,48PVQ,5.102578,10.072873
2023-12-11_03-35-23,105.90956829950066,8.955973786066917,106.55903141360332,9.950253775617009,36.8864177407534,26.156756,48PXR,28.422055,12.053949
2023-12-01_03-34-58,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,37.4169108878145,26.586539,48PWT,31.055477,19.980933
2023-12-26_03-35-26,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,38.5693811625333,26.904449,48PWR,41.004387,5.942426
2023-12-04_03-45-28,103.17560615147838,8.953902438142253,104.03911083531348,9.950117398561012,35.9630253279422,27.399421,48PUR,0.129056,24.791782
2023-12-01_03-35-12,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,36.593037022925,29.048285,48PWS,25.438976,12.3739
2023-12-11_03-35-15,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,38.5723103811547,29.397023,48PVS,19.285633,18.038212
2023-12-28_03-25-17,106.3003985348675,9.857075849513782,106.9190801917226,10.85182202445896,40.2502969469297,31.243852,48PXS,26.287416,2.83806
2023-12-21_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,38.7551255027595,31.310233,48PVR,15.203632,7.684924
2023-12-11_03-35-44,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,36.9526813523547,31.726956,48PVQ,3.911347,26.882142
