PRODUCT_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,OZONE_VALUE,CLOUDY_PIXEL_PERCENTAGE,THIN_CIRRUS_PERCENTAGE,VEGETATION_PERCENTAGE,MEAN_SOLAR_ZENITH_ANGLE,WATER_PERCENTAGE,SNOW_ICE_PERCENTAGE,_source_file,AREA
S2B_MSIL2A_20190212T030839_N0211_R075_T48PXR_20190212T075536,,,,21.856109,0.000721,3.153557,34.5661370031,71.100843,0.026238,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-12_03-25-31\20190212T030839_20190212T032044_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190213T032841_N0211_R018_T48PUS_20190213T091704,,,,10.92705,4.747322,13.467783,33.3869077372,71.066135,0.000355,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-13_03-45-13\20190213T032841_20190213T034330_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20190213T032841_N0211_R018_T48PUR_20190213T091704,,,,6.9308,0.0,0.122564,32.7069932418,92.90154,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-13_03-45-27\20190213T032841_20190213T034330_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20190215T031829_N0211_R118_T48PXT_20190215T071726,,,,0.900826,0.000795,70.634121,33.4206121877,1.701604,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-34-57\20190215T031829_20190215T033330_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20190215T031829_N0211_R118_T48PWT_20190215T071726,,,,1.971732,0.000365,41.961658,34.0525905535,2.317872,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-00\20190215T031829_20190215T033330_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20190215T031829_N0211_R118_T48PVT_20190215T071726,,,,3.867245,0.192023,25.694078,34.6944688016,1.622811,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-04\20190215T031829_20190215T033330_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20190215T031829_N0211_R118_T48PXS_20190215T071726,,,,0.310639,0.000307,74.616587,32.7424021599,5.014245,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-11\20190215T031829_20190215T033330_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20190215T031829_N0211_R118_T48PWS_20190215T071726,,,,0.351508,0.0,75.553083,33.3840016237,3.91654,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-15\20190215T031829_20190215T033330_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20190215T031829_N0211_R118_T48PVS_20190215T071726,,,,2.659975,0.000139,27.938142,34.0354359303,42.615625,0.000926,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-18\20190215T031829_20190215T033330_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20190215T031829_N0211_R118_T48PUS_20190215T071726,,,,6.479544,0.0,25.161234,34.6955832656,60.974365,8.6e-05,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-21\20190215T031829_20190215T033330_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20190215T031829_N0211_R118_T48PXR_20190215T071726,,,,3.638259,0.0,34.982893,32.0740659507,43.636131,0.00073,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-26\20190215T031829_20190215T033330_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190215T031829_N0211_R118_T48PWR_20190215T071726,,,,9.407732,3.6e-05,40.088636,32.7255639429,15.457179,0.004034,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-29\20190215T031829_20190215T033330_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20190215T031829_N0211_R118_T48PVR_20190215T071726,,,,6.985348,0.000182,8.778116,33.3868014354,71.253288,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-33\20190215T031829_20190215T033330_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20190215T031829_N0211_R118_T48PUR_20190215T071726,,,,8.595436,0.0,0.037609,34.0566365531,91.306561,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-35\20190215T031829_20190215T033330_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20190215T031829_N0211_R118_T48PWQ_20190215T071726,,,,5.617772,0.001553,2.444952,32.0770819956,86.178517,0.011267,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-44\20190215T031829_20190215T033330_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20190215T031829_N0211_R118_T48PVQ_20190215T071726,,,,4.156244,0.0,4.295317,32.7483801177,83.993083,0.001447,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-15_03-35-47\20190215T031829_20190215T033330_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20190217T030801_N0211_R075_T48PXS_20190217T083044,,,,21.840673,0.002569,25.749415,34.0748959758,25.414917,0.075153,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-17_03-25-12\20190217T030801_20190217T032232_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20190217T030801_N0211_R075_T48PXR_20190217T083044,,,,6.011034,1.343367,5.244918,33.4493073715,81.35156,0.001525,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-17_03-25-27\20190217T030801_20190217T032232_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190218T032809_N0211_R018_T48PUS_20190218T073351,,,,20.202135,0.006352,10.407408,32.1511615603,62.58924,0.777438,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-18_03-45-16\20190218T032809_20190218T033647_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20190218T032809_N0211_R018_T48PUR_20190218T073351,,,,15.258009,4.305176,0.137991,31.4953289176,84.563828,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-18_03-45-30\20190218T032809_20190218T033647_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190220T031751_N0211_R118_T48PXT_20190220T070941,,,,18.582186,0.000185,50.494629,32.1466343558,0.66322,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-34-53\20190220T031751_20190220T032400_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20190220T031751_N0211_R118_T48PWT_20190220T070941,,,,28.105902,9e-05,23.138291,32.802408713,1.204525,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-34-57\20190220T031751_20190220T032400_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20190220T031751_N0211_R118_T48PVT_20190220T070941,,,,20.456754,0.000532,12.619451,33.4677442592,0.885573,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-00\20190220T031751_20190220T032400_T48PVT_metadata.json,48PVT
S2A_MSIL2A_20190220T031751_N0211_R118_T48PXS_20190220T070941,,,,28.033666,0.000108,42.290035,31.4927650881,2.57921,0.18987,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-07\20190220T031751_20190220T032400_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20190220T031751_N0211_R118_T48PWS_20190220T070941,,,,31.886221,0.0,37.218404,32.1586582629,2.413041,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-11\20190220T031751_20190220T032400_T48PWS_metadata.json,48PWS
S2A_MSIL2A_20190220T031751_N0211_R118_T48PVS_20190220T070941,,,,21.037642,0.000196,14.837334,32.833982161,38.705096,0.007694,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-14\20190220T031751_20190220T032400_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20190220T031751_N0211_R118_T48PUS_20190220T070941,,,,18.316722,0.0,18.834041,33.5175816096,55.109131,0.009222,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-18\20190220T031751_20190220T032400_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20190220T031751_N0211_R118_T48PXR_20190220T070941,,,,24.789983,0.0,20.88398,30.8501263888,37.177095,0.052305,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-22\20190220T031751_20190220T032400_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190220T031751_N0211_R118_T48PWR_20190220T070941,,,,27.61136,0.000119,24.531116,31.5263902057,15.189886,0.074894,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-26\20190220T031751_20190220T032400_T48PWR_metadata.json,48PWR
S2A_MSIL2A_20190220T031751_N0211_R118_T48PVR_20190220T070941,,,,13.24416,0.068201,5.099383,32.2119337874,70.345742,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-29\20190220T031751_20190220T032400_T48PVR_metadata.json,48PVR
S2A_MSIL2A_20190220T031751_N0211_R118_T48PUR_20190220T070941,,,,3.901754,0.0,0.04666,32.9055824556,96.030873,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-32\20190220T031751_20190220T032400_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190220T031751_N0211_R118_T48PWQ_20190220T070941,,,,9.717171,0.000166,1.744888,30.905621721,83.611017,0.003109,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-40\20190220T031751_20190220T032400_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20190220T031751_N0211_R118_T48PVQ_20190220T070941,,,,7.084257,0.180155,2.935014,31.6015985872,83.701515,0.004336,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-20_03-35-44\20190220T031751_20190220T032400_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20190225T031719_N0211_R118_T48PXT_20190225T072327,,,,0.261313,0.032617,68.835443,30.7959738829,1.495574,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-34-56\20190225T031719_20190225T032822_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20190225T031719_N0211_R118_T48PWT_20190225T072327,,,,9.279244,0.000541,23.457095,31.4759441344,1.174651,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-34-59\20190225T031719_20190225T032822_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20190225T031719_N0211_R118_T48PVT_20190225T072327,,,,34.376322,1.692307,5.042339,32.1650599023,0.482458,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-03\20190225T031719_20190225T032822_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20190225T031719_N0211_R118_T48PXS_20190225T072327,,,,18.98222,0.000117,45.395786,30.1691338499,2.308073,8.6e-05,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-10\20190225T031719_20190225T032822_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20190225T031719_N0211_R118_T48PWS_20190225T072327,,,,12.714356,0.000123,44.97222,30.8597148895,3.264512,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-14\20190225T031719_20190225T032822_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20190225T031719_N0211_R118_T48PVS_20190225T072327,,,,15.466565,3.415815,15.194067,31.5592479985,38.236347,0.003723,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-17\20190225T031719_20190225T032822_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20190225T031719_N0211_R118_T48PUS_20190225T072327,,,,36.161269,8.794501,9.13748,32.2665448167,46.454281,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-20\20190225T031719_20190225T032822_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20190225T031719_N0211_R118_T48PXR_20190225T072327,,,,33.785972,0.028307,16.42908,29.5552243256,33.0993,0.001622,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-25\20190225T031719_20190225T032822_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190225T031719_N0211_R118_T48PWR_20190225T072327,,,,20.029529,0.118095,26.37718,30.2566177583,15.594101,0.00208,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-28\20190225T031719_20190225T032822_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20190225T031719_N0211_R118_T48PVR_20190225T072327,,,,8.547095,1.482281,5.65817,30.9667364061,71.095371,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-32\20190225T031719_20190225T032822_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20190225T031719_N0211_R118_T48PUR_20190225T072327,,,,12.04946,0.0,0.041141,31.6843820378,87.851471,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-34\20190225T031719_20190225T032822_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20190225T031719_N0211_R118_T48PWQ_20190225T072327,,,,13.850213,3.86502,2.211041,29.6667093504,77.874613,0.000474,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-43\20190225T031719_20190225T032822_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20190225T031719_N0211_R118_T48PVQ_20190225T072327,,,,21.848265,10.923792,2.851059,30.387602393,67.624551,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-25_03-35-46\20190225T031719_20190225T032822_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20190227T030651_N0211_R075_T48PXS_20190227T083207,,,,4.820232,0.000203,37.371755,31.5967825814,27.174169,0.06636,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-27_03-25-11\20190227T030651_20190227T031435_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20190227T030651_N0211_R075_T48PXR_20190227T083207,,,,13.488569,3.320332,4.531427,31.0308555851,74.683678,0.010732,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-27_03-25-26\20190227T030651_20190227T031435_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190228T032659_N0211_R018_T48PUS_20190228T085153,,,,14.615905,0.334232,9.798935,29.5330289611,68.310457,0.001215,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-28_03-45-15\20190228T032659_20190228T033458_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20190228T032659_N0211_R018_T48PUR_20190228T085153,,,,0.425822,0.109829,0.172871,28.9357160625,99.387163,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-02\S2_2019-02-28_03-45-29\20190228T032659_20190228T033458_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190302T031641_N0211_R118_T48PXT_20190302T084119,,,,2.989089,0.070766,64.579779,29.4295561288,1.396799,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-34-52\20190302T031641_20190302T032947_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20190302T031641_N0211_R118_T48PWT_20190302T084119,,,,2.632264,0.004459,29.86263,30.134844077,1.713329,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-34-55\20190302T031641_20190302T032947_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20190302T031641_N0211_R118_T48PVT_20190302T084119,,,,11.61596,0.000308,16.455206,30.8487341185,1.25457,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-34-59\20190302T031641_20190302T032947_T48PVT_metadata.json,48PVT
S2A_MSIL2A_20190302T031641_N0211_R118_T48PXS_20190302T084119,,,,45.339378,0.481378,25.193658,28.8338550763,1.318984,0.004901,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-06\20190302T031641_20190302T032947_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20190302T031641_N0211_R118_T48PWS_20190302T084119,,,,14.241192,0.172972,38.536784,29.5501548478,3.035465,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-10\20190302T031641_20190302T032947_T48PWS_metadata.json,48PWS
S2A_MSIL2A_20190302T031641_N0211_R118_T48PVS_20190302T084119,,,,22.040013,8.379577,17.432481,30.2747891013,32.484698,0.001354,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-13\20190302T031641_20190302T032947_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20190302T031641_N0211_R118_T48PUS_20190302T084119,,,,26.61967,0.407149,13.543451,31.0065505788,50.766057,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-17\20190302T031641_20190302T032947_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20190302T031641_N0211_R118_T48PXR_20190302T084119,,,,30.491276,0.433377,19.636001,28.2529565926,30.543751,0.000379,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-21\20190302T031641_20190302T032947_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190302T031641_N0211_R118_T48PWR_20190302T084119,,,,16.615648,0.221124,27.514336,28.9804434461,13.320747,0.002644,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-24\20190302T031641_20190302T032947_T48PWR_metadata.json,48PWR
S2A_MSIL2A_20190302T031641_N0211_R118_T48PVR_20190302T084119,,,,12.105862,8.906354,7.209793,29.7159608018,65.036505,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-28\20190302T031641_20190302T032947_T48PVR_metadata.json,48PVR
S2A_MSIL2A_20190302T031641_N0211_R118_T48PUR_20190302T084119,,,,15.330286,0.315757,0.030163,30.4582933497,84.6196,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-30\20190302T031641_20190302T032947_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190302T031641_N0211_R118_T48PWQ_20190302T084119,,,,19.371571,2.094967,2.66526,28.4259525737,71.020627,0.008902,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-39\20190302T031641_20190302T032947_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20190302T031641_N0211_R118_T48PVQ_20190302T084119,,,,14.283719,3.373695,2.418565,29.1724376595,76.140201,5.3e-05,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-02_03-35-42\20190302T031641_20190302T032947_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20190304T030619_N0211_R075_T48PXR_20190304T081516,,,,20.644604,14.37431,5.174734,29.772851837,66.21452,0.000121,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-04_03-25-29\20190304T030619_20190304T032047_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190305T032621_N0211_R018_T48PUS_20190305T092455,,,,18.475187,10.410957,13.438678,28.196204908,61.515433,6.3e-05,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-05_03-45-11\20190305T032621_20190305T033957_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20190305T032621_N0211_R018_T48PUR_20190305T092455,,,,16.616897,14.091444,0.172511,27.6344693006,83.195716,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-05_03-45-25\20190305T032621_20190305T033957_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190309T030541_N0211_R075_T48PXS_20190309T082705,,,,21.773971,3.772382,24.809135,29.0312378152,23.264903,0.067852,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-09_03-25-11\20190309T030541_20190309T032019_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20190309T030541_N0211_R075_T48PXR_20190309T082705,,,,3.773043,0.724719,6.291458,28.5406178576,81.662273,0.000326,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-09_03-25-26\20190309T030541_20190309T032019_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190310T032549_N0211_R018_T48PUS_20190310T092710,,,,4.85362,2.1e-05,16.150829,26.8423999959,72.255981,0.000602,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-10_03-45-14\20190310T032549_20190310T033811_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20190310T032549_N0211_R018_T48PUR_20190310T092710,,,,4.632459,0.0,0.147618,26.3208367475,95.193809,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-10_03-45-28\20190310T032549_20190310T033811_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190312T031541_N0211_R118_T48PWT_20190312T083550,,,,29.798967,0.046569,11.425521,27.4112530074,2.090262,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-34-56\20190312T031541_20190312T033026_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20190312T031541_N0211_R118_T48PVT_20190312T083550,,,,1.204892,0.040354,17.151293,28.1753448806,1.42388,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-34-59\20190312T031541_20190312T033026_T48PVT_metadata.json,48PVT
S2A_MSIL2A_20190312T031541_N0211_R118_T48PXS_20190312T083550,,,,48.322962,0.957182,5.770741,26.133788094,1.749375,0.058048,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-07\20190312T031541_20190312T033026_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20190312T031541_N0211_R118_T48PWS_20190312T083550,,,,29.466764,1.100716,16.399646,26.9022547349,3.523555,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-10\20190312T031541_20190312T033026_T48PWS_metadata.json,48PWS
S2A_MSIL2A_20190312T031541_N0211_R118_T48PVS_20190312T083550,,,,8.674895,2.37466,13.124231,27.6774078777,41.652861,0.00293,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-14\20190312T031541_20190312T033026_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20190312T031541_N0211_R118_T48PUS_20190312T083550,,,,4.529134,1.168178,26.810408,28.4580368863,60.82353,0.001525,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-17\20190312T031541_20190312T033026_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20190312T031541_N0211_R118_T48PXR_20190312T083550,,,,48.115269,7.786327,4.915235,25.6329442697,27.038488,0.016785,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-22\20190312T031541_20190312T033026_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190312T031541_N0211_R118_T48PWR_20190312T083550,,,,32.246086,4.259978,12.509802,26.4128450821,16.372432,0.004044,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-25\20190312T031541_20190312T033026_T48PWR_metadata.json,48PWR
S2A_MSIL2A_20190312T031541_N0211_R118_T48PVR_20190312T083550,,,,12.532825,4.457095,3.939801,27.1989651856,68.990576,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-28\20190312T031541_20190312T033026_T48PVR_metadata.json,48PVR
S2A_MSIL2A_20190312T031541_N0211_R118_T48PUR_20190312T083550,,,,18.950428,12.785734,0.048719,27.9901111494,80.910712,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-31\20190312T031541_20190312T033026_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190312T031541_N0211_R118_T48PWQ_20190312T083550,,,,7.626601,2.731869,2.775064,25.9435123564,83.012319,0.000474,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-40\20190312T031541_20190312T033026_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20190312T031541_N0211_R118_T48PVQ_20190312T083550,,,,15.044456,10.318045,3.496229,26.7404853906,73.545742,4e-05,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-12_03-35-43\20190312T031541_20190312T033026_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20190315T032531_N0211_R018_T48PUS_20190315T090238,,,,42.84747,29.041138,9.850862,25.5322111802,40.038171,0.004963,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-15_03-45-13\20190315T032531_20190315T033351_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20190315T032531_N0211_R018_T48PUR_20190315T090238,,,,43.396435,33.568329,0.090425,25.0566523283,56.475616,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-15_03-45-27\20190315T032531_20190315T033351_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20190317T031539_N0211_R118_T48PXT_20190317T083236,,,,14.036645,0.704909,20.907691,25.2982435517,0.720816,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-17_03-34-55\20190317T031539_20190317T033028_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20190317T031539_N0211_R118_T48PWT_20190317T083236,,,,22.937,0.188934,0.904028,26.081059198,1.156303,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-17_03-34-59\20190317T031539_20190317T033028_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20190317T031539_N0211_R118_T48PVT_20190317T083236,,,,25.738078,0.065825,0.767845,26.8700182549,0.986158,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-17_03-35-02\20190317T031539_20190317T033028_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20190317T031539_N0211_R118_T48PXS_20190317T083236,,,,5.424902,0.0,31.036144,24.823360509,3.160185,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-17_03-35-10\20190317T031539_20190317T033028_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20190317T031539_N0211_R118_T48PWS_20190317T083236,,,,40.015415,0.003965,10.146658,25.6175493825,2.020498,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-17_03-35-13\20190317T031539_20190317T033028_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20190317T031539_N0211_R118_T48PVS_20190317T083236,,,,38.765152,0.004151,0.166101,26.4173745267,31.988466,0.123473,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-17_03-35-16\20190317T031539_20190317T033028_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20190317T031539_N0211_R118_T48PUS_20190317T083236,,,,39.100708,0.011775,1.20887,27.2216582713,47.73325,0.703522,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-03\S2_2019-03-17_03-35-20\20190317T031539_20190317T033028_T48PUS_metadata.json,48PUS
